报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2013年报,2014-03-18,2014-04-11,2014-05-21,10派0.80元(含税),2014-05-28,2014-05-29,1072.80万,实施方案,17.02%,0.29%
2014中报,2014-08-23,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-13,2015-05-30,2015-06-12,10派0.6元(含税),2015-06-18,2015-06-19,804.60万,实施方案,23.08%,0.16%
2015中报,2015-07-28,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-25,2016-05-17,2016-06-14,10派0.90元(含税),2016-06-21,2016-06-22,1579.20万,实施方案,19.57%,0.26%
2016中报,2016-08-27,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-25,2017-05-17,2017-06-13,10派1.30元(含税),2017-06-19,2017-06-20,2281.07万,实施方案,17.81%,0.37%
2017中报,2017-08-22,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-20,2018-05-12,2018-06-08,10派1.00元(含税),2018-06-14,2018-06-15,1754.67万,实施方案,20.41%,0.48%
2018中报,2018-08-24,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-04,2019-04-26,2019-05-14,10派2.00元(含税),2019-05-17,2019-05-20,3509.33万,实施方案,28.99%,1.33%
2019中报,2019-08-13,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-30,2020-05-21,2020-06-10,10派2.00元(含税),2020-06-16,2020-06-17,3509.33万,实施方案,58.82%,1.67%
2020中报,2020-08-27,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-29,2021-05-21,2021-05-25,10派1元(含税),2021-05-28,2021-05-31,1754.77万,实施方案,52.63%,0.83%
2021中报,2021-08-30,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-30,2022-05-28,2022-07-15,10派1.5元(含税),2022-07-21,2022-07-22,2632.26万,实施方案,20.55%,1.05%
2022中报,2022-08-16,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-12,2023-05-10,2023-06-28,10派1.1元(含税),2023-07-03,2023-07-04,2272.21万,实施方案,18.64%,0.79%
2023中报,2023-08-22,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-16,2024-05-10,2024-06-27,10派1.90元(含税),2024-07-03,2024-07-04,3924.96万,实施方案,30.65%,--
