报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2016年报,2017-04-29,2017-05-27,2017-07-10,10派0.2426元(含税),2017-07-14,2017-07-17,1.50亿,实施方案,20.22%,0.3%
2017中报,2017-08-25,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-28,2018-05-25,2018-07-11,10派0.34元(含税),2018-07-16,2018-07-17,2.11亿,实施方案,28.33%,0.66%
2018中报,2018-08-30,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-28,2019-05-11,2019-06-21,10派0.35元(含税),2019-06-26,2019-06-27,2.17亿,实施方案,29.17%,0.85%
2019中报,2019-08-30,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-31,2020-05-27,2020-06-16,10派0.42元(含税),2020-06-22,2020-06-23,2.60亿,实施方案,30%,1.34%
2020中报,2020-08-27,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-10,2021-05-06,2021-06-11,10派0.43元(含税),2021-06-17,2021-06-18,2.66亿,实施方案,30.71%,1.34%
2021中报,2021-08-31,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-09,2022-05-11,2022-05-21,10派0.57元(含税),2022-05-26,2022-05-27,3.53亿,实施方案,31.67%,1.6%
2022中报,2022-08-31,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-08,2023-05-19,2023-06-14,10派0.43元(含税),2023-06-20,2023-06-21,3.24亿,实施方案,26.87%,1.36%
2023中报,2023-08-30,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-09,2024-05-22,2024-07-05,10派0.43元(含税),2024-07-11,2024-07-12,3.24亿,实施方案,30.71%,1.39%
2024中报,2024-08-29,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-09,,,10派0.39元(含税),,,2.94亿,董事会预案,30.47%,--
