报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2004中报,2004-08-06,,,不分配不转增,,,--,董事会预案,--,--
2004年报,2005-03-30,2005-05-11,2005-06-28,10派1元(含税),2005-07-01,2005-07-04,1300.00万,实施方案,45.45%,2.59%
2005中报,2005-08-09,,,不分配不转增,,,--,董事会预案,--,--
2005年报,2006-03-28,2006-04-29,,不分配不转增,,,--,股东大会预案,--,--
2006中报,2006-07-28,,,不分配不转增,,,--,董事会预案,--,--
2006年报,2007-02-12,2007-07-03,,不分配不转增,,,--,股东大会预案,--,--
2007中报,2007-08-21,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-03-04,2008-03-29,,不分配不转增,,,--,股东大会预案,--,--
2008中报,2008-08-19,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-03-31,2009-04-22,,不分配不转增,,,--,股东大会预案,--,--
2009中报,2009-08-18,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-04-07,2010-04-28,2010-06-10,10派0.5元(含税),2010-06-18,2010-06-21,866.15万,实施方案,19.38%,0.41%
2010中报,2010-08-17,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-04-07,2011-05-11,2011-05-30,10派2元(含税),2011-06-02,2011-06-03,3464.60万,实施方案,60.24%,1.18%
2011中报,2011-08-09,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-02-22,2012-06-26,2012-08-08,10派2元(含税),2012-08-14,2012-08-15,3464.60万,实施方案,29.99%,1.13%
2012中报,2012-08-28,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-23,2013-06-07,2013-06-21,10转10股派1.00元(含税),2013-06-26,2013-06-27,2285.63万,实施方案,10.17%,0.45%
2013中报,2013-08-27,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-25,2014-04-26,2014-05-13,10转8股派1元(含税),2014-05-19,2014-05-20,4571.27万,实施方案,17.67%,0.53%
2014中报,2014-08-26,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-31,2015-04-30,2015-06-18,10派0.25元(含税),2015-06-25,2015-06-26,2057.07万,实施方案,10.25%,0.15%
2015中报,2015-07-28,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-03-02,2016-03-23,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-07-26,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-06,2017-04-29,2017-06-14,10派0.30元(含税),2017-06-20,2017-06-21,5068.90万,实施方案,9.38%,0.22%
2017中报,2017-08-29,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-28,2018-05-19,2018-07-03,10派0.32元(含税),2018-07-10,2018-07-11,5406.82万,实施方案,10.32%,0.24%
2018中报,2018-08-31,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-30,2019-05-23,2019-07-09,10派0.32元(含税),2019-07-16,2019-07-17,5406.82万,实施方案,10%,0.28%
2019中报,2019-08-27,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-28,2020-05-23,2020-07-14,10派0.34元(含税),2020-07-17,2020-07-20,5744.75万,实施方案,10%,0.28%
2020中报,2020-08-18,2020-09-08,2020-09-19,10派0.34元(含税),2020-09-24,2020-09-25,5744.75万,实施方案,15.18%,0.31%
2020年报,2021-04-27,2021-05-29,2021-07-21,10派0.83元(含税),2021-07-26,2021-07-27,1.41亿,实施方案,21.28%,0.81%
2021中报,2021-08-24,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-26,2022-05-18,2022-06-28,10派1.75元(含税),2022-07-01,2022-07-04,2.98亿,实施方案,39.77%,1.9%
2022中报,2022-08-30,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-25,2023-05-19,2023-06-28,10派2.42元(含税),2023-07-03,2023-07-04,4.12亿,实施方案,50.42%,2.4%
2023中报,2023-08-24,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-26,2024-05-24,2024-07-05,10派2.5元(含税),2024-07-10,2024-07-11,4.26亿,实施方案,50%,--
