报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2004中报,2004-08-02,,,不分配不转增,,,--,董事会预案,--,--
2004年报,2005-04-16,2005-05-24,2005-07-05,10转增2股派1元(含税),2005-07-08,2005-07-11,1800.00万,实施方案,21.28%,1.32%
2005中报,2005-08-23,,,不分配不转增,,,--,董事会预案,--,--
2005年报,2006-03-18,2006-04-18,2006-05-10,10转增3股,2006-05-15,2006-05-16,--,实施方案,--,--
2006中报,2006-08-15,,,不分配不转增,,,--,董事会预案,--,--
2006年报,2007-02-15,2007-03-08,2007-03-27,10派0.5元(含税),2007-03-30,2007-04-02,1404.00万,实施方案,9.62%,0.55%
2007中报,2007-07-28,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-02-28,2008-03-20,2008-04-23,10转增6股派1元(含税),2008-04-28,2008-04-29,3153.60万,实施方案,14.49%,0.43%
2008中报,2008-08-28,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-02-21,2009-03-14,2009-04-27,10派0.8元(含税),2009-04-30,2009-05-04,4036.61万,实施方案,16%,1.08%
2009中报,2009-08-26,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-04-27,2010-06-01,,不分配不转增,,,--,股东大会预案,--,--
2010中报,2010-08-21,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-04-20,2011-05-17,2011-05-26,10派0.5元(含税),2011-05-31,2011-06-01,2522.89万,实施方案,15.48%,0.68%
2011中报,2011-08-27,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-04-28,2012-06-05,,不分配不转增,,,--,股东大会预案,--,--
2012中报,2012-08-28,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-27,2013-05-21,2013-06-24,10派0.05元(含税),2013-06-27,2013-06-28,252.31万,实施方案,35.97%,0.11%
2013中报,2013-08-30,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-06-24,2014-07-15,,不分配不转增,,,--,股东大会预案,--,--
2014中报,2014-08-21,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-04-08,2015-04-29,2015-05-08,10转10股,2015-05-13,2015-05-14,--,实施方案,--,--
2015中报,2015-08-25,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-12,2016-05-07,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-08-23,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-22,2017-04-12,2017-05-17,10派0.22元(含税),2017-05-24,2017-05-25,2941.06万,实施方案,14.61%,0.49%
2017中报,2017-08-12,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-31,2018-04-21,,不分配不转增,,,--,股东大会预案,--,--
2018中报,2018-08-07,2018-08-23,2018-10-13,10派0.60元(含税),2018-10-18,2018-10-19,8021.07万,实施方案,19.49%,1.81%
2018年报,2019-04-27,2019-05-18,2019-07-10,10派0.17元(含税),2019-07-15,2019-07-16,2272.64万,实施方案,8.88%,0.43%
2019中报,2019-08-27,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-28,2020-05-19,2020-07-10,10派0.17元(含税),2020-07-15,2020-07-16,2272.64万,实施方案,16.98%,0.16%
2020中报,2020-08-27,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-31,2021-04-30,2021-06-23,10派1.264元(含税),2021-06-28,2021-06-29,1.67亿,实施方案,20.26%,0.9%
2021中报,2021-08-20,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-16,2022-06-30,2022-08-19,10派2.705元(含税),2022-08-24,2022-08-25,3.41亿,实施方案,21.03%,3.75%
2022中报,2022-08-31,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-21,2023-05-12,2023-06-29,10派0.1844元(含税),2023-07-05,2023-07-06,2280.69万,实施方案,10.44%,0.31%
2023中报,2023-08-31,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-30,2024-05-22,2024-06-27,10派0.2941元(含税),2024-07-02,2024-07-03,3637.47万,实施方案,20.01%,--
