报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2006年报,2007-03-23,2007-04-17,2007-05-11,10派7元(含税),2007-05-17,2007-05-18,7917.00万,实施方案,38.46%,0.9%
2007中报,2007-07-30,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-04-09,2008-04-30,2008-05-16,10转增10股派3元(含税),2008-05-22,2008-05-23,3393.00万,实施方案,20.27%,0.41%
2008中报,2008-08-20,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-04-09,2009-05-05,2009-06-18,10派3.5元(含税),2009-06-24,2009-06-25,7917.00万,实施方案,63.64%,1.62%
2009中报,2009-08-12,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-02-23,2010-03-24,2010-04-09,10转10股派5元(含税),2010-04-15,2010-04-16,1.13亿,实施方案,54.95%,0.82%
2010中报,2010-08-11,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-15,2011-04-08,2011-04-15,10转5股派5元(含税),2011-04-21,2011-04-22,2.37亿,实施方案,53.76%,1.32%
2011中报,2011-08-11,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-28,2012-04-18,2012-06-08,10派4元(含税),2012-06-14,2012-06-15,2.84亿,实施方案,56.34%,1.82%
2012中报,2012-08-22,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-24,2013-05-17,2013-07-04,10派3元(含税),2013-07-10,2013-07-11,2.13亿,实施方案,200%,2.58%
2013中报,2013-08-20,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-04-26,2014-05-20,2014-07-10,10派1.5元(含税),2014-07-16,2014-07-17,1.07亿,实施方案,107.14%,0.98%
2014中报,2014-08-27,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-04-28,2015-05-27,,不分配不转增,,,--,股东大会预案,--,--
2015中报,2015-08-29,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-30,2016-05-21,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-08-26,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-21,2017-04-20,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-16,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-28,2018-06-01,,不分配不转增,,,--,股东大会预案,--,--
2018中报,2018-08-23,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-27,2019-06-01,,不分配不转增,,,--,股东大会预案,--,--
2019中报,2019-08-24,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-30,2020-05-23,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-08-29,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-29,2021-05-22,,不分配不转增,,,--,股东大会预案,--,--
2021中报,2021-08-28,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-30,2022-05-25,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-26,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-29,2023-05-20,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-31,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-27,2024-05-18,,不分配不转增,,,--,股东大会预案,--,--
