报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2018年报,2019-03-30,2019-04-27,2019-05-24,10派1元(含税),2019-05-30,2019-05-31,3.66亿,实施方案,26.32%,1.42%
2019中报,2019-08-29,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-25,2020-04-29,2020-05-14,10派1元(含税),2020-05-20,2020-05-21,3.66亿,实施方案,25.64%,2.4%
2020中报,2020-08-27,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-28,2021-05-25,2021-06-07,10派1元(含税),2021-06-11,2021-06-15,3.66亿,实施方案,25.64%,2.59%
2021中报,2021-08-28,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-30,2022-05-21,2022-06-07,10派1元(含税),2022-06-10,2022-06-13,3.66亿,实施方案,24.39%,3.32%
2022中报,2022-08-31,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-29,2023-05-23,2023-06-09,10派1.0元(含税),2023-06-15,2023-06-16,3.66亿,实施方案,22.73%,3.79%
2023中报,2023-08-31,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-26,2024-05-21,2024-05-30,10派1元(含税),2024-06-05,2024-06-06,3.66亿,实施方案,22.73%,3.8%
2024中报,2024-12-10,,2025-01-15,10派0.5元(含税),2025-01-21,2025-01-22,1.83亿,实施方案,20%,1.82%
2025中报,2025-04-25,2025-05-21,,派发现金红利总金额不超过相应期间归属于公司股东的净利润。,,,--,股东大会预案,--,--
2024年报,2025-04-25,2025-05-21,,10派0.5元(含税),,,1.83亿,股东大会预案,11.36%,--
