报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2015中报,2015-08-25,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-03-08,2016-03-31,2016-05-17,10派1.05元(含税),2016-05-23,2016-05-24,1050.00万,实施方案,27.63%,0.28%
2016中报,2016-08-23,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-28,2017-04-19,2017-06-09,10转10股派1.00元(含税),2017-06-14,2017-06-15,1119.18万,实施方案,29.41%,0.22%
2017中报,2017-08-22,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-15,2018-04-10,2018-05-11,10派1.00元(含税),2018-05-17,2018-05-18,2238.35万,实施方案,32.26%,0.37%
2018中报,2018-08-28,2018-09-13,2018-09-20,10转3股,2018-09-26,2018-09-27,--,实施方案,--,--
2018年报,2019-04-26,2019-05-21,2019-07-08,10派0.4元(含税),2019-07-12,2019-07-15,1163.94万,实施方案,30.77%,0.39%
2019中报,2019-08-26,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-06-29,2020-07-21,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-07-17,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-15,2021-05-12,,不分配不转增,,,--,股东大会预案,--,--
2021中报,2021-08-28,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-25,2022-05-17,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-31,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-29,2023-05-20,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-25,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-27,2024-05-18,,不分配不转增,,,--,股东大会预案,--,--
2024中报,2024-08-28,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-29,2025-05-20,,不分配不转增,,,--,股东大会预案,--,--
