报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2011年报,2012-03-29,2012-04-21,2012-04-24,10转10股派2.5元(含税),2012-05-03,2012-05-04,1000.00万,实施方案,24.27%,0.85%
2012中报,2012-08-25,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-29,2013-04-24,2013-05-03,10派1.00元(含税),2013-05-10,2013-05-13,800.00万,实施方案,32.26%,0.69%
2013中报,2013-07-31,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-28,2014-04-30,2014-05-10,10派1.50元(含税),2014-05-15,2014-05-16,1200.00万,实施方案,42.86%,0.75%
2014中报,2014-08-15,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-28,2015-04-29,2015-06-04,10派0.50元(含税),2015-06-10,2015-06-11,485.07万,实施方案,12.5%,0.05%
2015中报,2015-08-25,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-05-18,2016-06-01,2016-06-04,10转9.9229858426股派2.579976319元(含税),2016-06-13,2016-06-14,2977.82万,实施方案,33.95%,0.49%
2016中报,2016-08-17,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-15,2017-05-11,2017-05-12,10派2.20元(含税),2017-05-18,2017-05-19,5058.94万,实施方案,36.67%,1.19%
2017中报,2017-08-23,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-21,2018-05-16,2018-05-19,10派2.00元(含税),2018-05-24,2018-05-25,4645.38万,实施方案,58.82%,1.32%
2018中报,2018-08-25,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-20,2019-05-15,,不分配不转增,,,--,股东大会预案,--,--
2019中报,2019-08-24,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-29,2020-05-22,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-08-27,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-24,2021-05-19,,不分配不转增,,,--,股东大会预案,--,--
2021中报,2021-08-21,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-26,2022-05-24,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-23,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-27,2023-05-18,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-30,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-24,2024-05-16,,不分配不转增,,,--,股东大会预案,--,--
2024中报,2024-08-27,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-25,2025-05-20,,不分配不转增,,,--,股东大会预案,--,--
