报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
1996年报,1997-04-30,1997-12-31,1998-02-17,10派0.5元(含税),1998-02-20,1998-02-23,258.00万,实施方案,--,0.43%
1997年报,1998-04-09,1998-06-30,,不分配不转增,,,--,股东大会预案,--,--
1998中报,1998-08-28,,,不分配不转增,,,--,董事会预案,--,--
1998年报,1999-03-05,1999-04-09,1999-04-09,10送3股转5股,1999-04-14,1999-04-15,--,实施方案,--,--
1999中报,1999-08-31,,,不分配不转增,,,--,董事会预案,--,--
1999年报,2000-04-20,2000-05-23,,不分配不转增,,,--,股东大会预案,--,--
2000中报,2000-08-21,,,不分配不转增,,,--,董事会预案,--,--
2000年报,2001-04-18,2001-05-26,,不分配不转增,,,--,股东大会预案,--,--
2001中报,2001-08-13,,,不分配不转增,,,--,董事会预案,--,--
2001年报,2002-04-10,2002-06-11,,不分配不转增,,,--,股东大会预案,--,--
2002中报,2002-08-15,,,不分配不转增,,,--,董事会预案,--,--
2002年报,2003-03-18,2003-05-29,,不分配不转增,,,--,股东大会预案,--,--
2003中报,2003-08-16,2003-09-18,2003-09-23,10转2股,2003-09-26,2003-09-29,--,实施方案,--,--
2003年报,2004-02-18,2004-05-29,,不分配不转增,,,--,股东大会预案,--,--
2004中报,2004-07-30,,,不分配不转增,,,--,董事会预案,--,--
2004年报,2005-03-02,2005-06-23,2005-08-12,10送1.3股转0.7股派0.35元(含税),2005-08-17,2005-08-18,390.10万,实施方案,19.44%,0.37%
2005中报,2005-08-03,,,不分配不转增,,,--,董事会预案,--,--
2005年报,2006-03-22,2006-05-27,2006-07-03,10派0.2元(含税),2006-07-06,2006-07-07,267.49万,实施方案,24.88%,0.24%
2006中报,2006-08-18,,,不分配不转增,,,--,董事会预案,--,--
2006年报,2007-04-18,2007-05-12,,不分配不转增,,,--,股东大会预案,--,--
2007中报,2007-08-18,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-03-28,2008-04-29,2008-06-17,10派0.2元(含税),2008-06-20,2008-06-23,267.49万,实施方案,68.97%,0.41%
2008中报,2008-08-26,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-03-31,2009-04-28,,不分配不转增,,,--,股东大会预案,--,--
2009中报,2009-08-25,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-03-30,2010-04-27,,不分配不转增,,,--,股东大会预案,--,--
2010中报,2010-08-17,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-29,2011-04-26,,不分配不转增,,,--,股东大会预案,--,--
2011中报,2011-08-23,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-04-24,2012-05-29,,不分配不转增,,,--,股东大会预案,--,--
2012中报,2012-08-28,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-02,2013-06-22,,不分配不转增,,,--,股东大会预案,--,--
2013中报,2013-08-28,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-04-29,2014-05-22,,不分配不转增,,,--,股东大会预案,--,--
2014中报,2014-08-19,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-04-14,2015-05-23,,不分配不转增,,,--,股东大会预案,--,--
2015中报,2015-08-28,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-12,2016-05-19,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-08-23,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-28,2017-04-28,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-18,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-03,2018-04-28,,不分配不转增,,,--,股东大会预案,--,--
2018中报,2018-08-28,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-30,2019-06-19,,不分配不转增,,,--,股东大会预案,--,--
2019中报,2019-08-19,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-28,2020-04-30,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-08-25,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-27,2021-06-01,,不分配不转增,,,--,股东大会预案,--,--
2021中报,2021-08-24,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-02,2022-04-26,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-30,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-25,2023-05-26,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-25,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-30,2024-06-15,,不分配不转增,,,--,股东大会预案,--,--
2024中报,2024-08-13,2024-12-26,2024-12-31,10派1元(含税),2025-01-08,2025-01-09,1337.47万,实施方案,-1000%,1.16%
2024年报,2025-04-29,,,10派0.5元(含税),,,668.74万,董事会预案,500%,--
