报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,AH分红总额,方案进度,股利支付率,税前分红率
2007年报,2008-03-31,2008-06-04,2008-06-18,10派1.2元(含税),2008-06-23,2008-06-24,5.39亿,实施方案,22.22%,0.54%
2008中报,2008-08-29,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-04-02,2009-06-04,2009-06-17,10派1.4元(含税),2009-06-22,2009-06-23,6.29亿,实施方案,20.29%,0.85%
2009中报,2009-08-29,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-03-31,2010-05-29,2010-06-02,10派1.4元(含税),2010-06-07,2010-06-08,6.29亿,实施方案,20%,1.19%
2010中报,2010-08-27,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-23,2011-05-24,2011-06-02,10派1.8元(含税),2011-06-08,2011-06-09,8.09亿,实施方案,19.57%,0.92%
2011中报,2011-08-24,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-21,2012-06-06,2012-06-12,10派1.80元(含税),2012-06-15,2012-06-18,8.09亿,实施方案,20%,1.06%
2012中报,2012-08-22,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-25,2013-05-25,2013-06-04,10派3.1元(含税),2013-06-07,2013-06-13,13.94亿,实施方案,30.69%,1.96%
2013中报,2013-08-20,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-19,2014-05-24,2014-06-10,10派4.3元(含税),2014-06-13,2014-06-16,20.52亿,实施方案,28.86%,2.5%
2014中报,2014-08-27,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-31,2015-06-03,2015-06-10,10派4.8元(含税),2015-06-15,2015-06-16,22.90亿,实施方案,30.57%,1.61%
2015中报,2015-08-28,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-03-30,2016-06-01,2016-06-08,10派0.68元(含税),2016-06-15,2016-06-16,3.24亿,实施方案,29.57%,0.54%
2016中报,2016-08-30,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-22,2017-06-02,2017-06-09,10派0.5元(含税),2017-06-15,2017-06-16,2.39亿,实施方案,-2.08%,0.44%
2017中报,2017-08-24,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-28,2018-05-31,2018-06-08,10派0.6元(含税),2018-06-14,2018-06-15,2.86亿,实施方案,869.57%,0.58%
2018中报,2018-08-23,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-28,2019-05-31,2019-06-07,10派0.7元(含税),2019-06-13,2019-06-14,3.34亿,实施方案,472.97%,0.74%
2019中报,2019-08-22,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-26,2020-05-29,2020-06-08,10派1.6元(含税),2020-06-11,2020-06-12,7.63亿,实施方案,30.51%,1.18%
2020中报,2020-08-27,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-25,2021-06-02,2021-06-10,10派1.7元(含税),2021-06-16,2021-06-17,8.11亿,实施方案,30.01%,1.06%
2021中报,2021-08-26,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-25,2022-06-02,2022-06-13,10派1.5元(含税),2022-06-16,2022-06-17,7.16亿,实施方案,228.66%,0.98%
2022中报,2022-08-26,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-03-24,2023-05-25,2023-06-05,10派1.6元(含税),2023-06-08,2023-06-09,7.63亿,实施方案,32.45%,1.12%
2023中报,2023-08-24,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-03-27,2024-05-29,2024-06-05,10派2.1元(含税),2024-06-11,2024-06-12,10.02亿,实施方案,33.25%,1.22%
2024中报,2024-08-28,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-03-26,2025-05-23,,10派2.3060元(含税),,,6.83亿,股东大会预案,35.08%,--
