报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2009年报,2010-03-26,2010-04-16,,不分配不转增,,,--,股东大会预案,--,--
2010中报,2010-08-03,2010-08-26,2010-09-14,10派5元(含税),2010-09-20,2010-09-21,7350.00万,实施方案,131.58%,1.53%
2010年报,2011-03-26,2011-04-23,2011-05-04,10转10股派4元(含税),2011-05-09,2011-05-10,5880.00万,实施方案,59.7%,1.39%
2011中报,2011-08-17,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-16,2012-04-13,2012-04-21,10派2元(含税),2012-04-26,2012-04-27,5880.00万,实施方案,60.61%,2.09%
2012中报,2012-08-29,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-30,2013-04-23,2013-05-09,10派2元(含税),2013-05-16,2013-05-17,5880.00万,实施方案,60.61%,2.47%
2013中报,2013-08-17,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-29,2014-04-25,2014-05-12,10派1.8元(含税),2014-05-19,2014-05-20,5292.00万,实施方案,62.07%,1.61%
2014中报,2014-08-27,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-04-22,2015-05-21,2015-05-26,10派2元(含税),2015-06-01,2015-06-02,5880.00万,实施方案,64.52%,0.46%
2015中报,2015-08-25,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-26,2016-05-25,2016-06-08,10转10股派2元(含税),2016-06-17,2016-06-20,5880.00万,实施方案,58.82%,0.71%
2016中报,2016-08-23,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-27,2017-05-24,2017-06-14,10派1元(含税),2017-06-20,2017-06-21,5880.00万,实施方案,66.67%,0.86%
2017中报,2017-08-22,2017-09-13,2017-09-15,10派0.5元(含税),2017-09-20,2017-09-21,2940.00万,实施方案,41.91%,0.43%
2017年报,2018-04-26,2018-05-30,2018-06-13,10派1元(含税),2018-06-20,2018-06-21,5953.70万,实施方案,50%,1.52%
2018中报,2018-08-23,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-27,2019-05-22,2019-07-15,10派1元(含税),2019-07-19,2019-07-22,5927.65万,实施方案,111.11%,1.76%
2019中报,2019-08-09,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-29,2020-05-21,2020-05-25,10转5股派1.5元(含税),2020-05-28,2020-05-29,8891.48万,实施方案,71.43%,0.53%
2020中报,2020-08-19,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-28,2021-05-27,2021-06-04,10派2元(含税),2021-06-10,2021-06-11,1.78亿,实施方案,64.52%,1.39%
2021中报,2021-08-18,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-28,2022-05-25,2022-06-07,10派1.8元(含税),2022-06-10,2022-06-13,1.60亿,实施方案,51.43%,2.1%
2022中报,2022-08-17,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-03-29,2023-04-25,2023-05-09,10派2元(含税),2023-05-12,2023-05-15,1.78亿,实施方案,71.43%,0.94%
2023中报,2023-08-23,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-26,2024-06-06,2024-06-08,10派2元(含税),2024-06-14,2024-06-17,1.78亿,实施方案,42.55%,--
