报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2009年报,2010-04-15,2010-05-22,2010-07-02,10派1元(含税),2010-07-08,2010-07-09,940.00万,实施方案,15.62%,0.22%
2010中报,2010-08-16,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-16,2011-04-16,2011-05-10,10转10股派1元(含税),2011-05-13,2011-05-16,940.00万,实施方案,15.15%,0.21%
2011中报,2011-07-28,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-04-21,2012-05-19,2012-06-30,10派1.0元(含税),2012-07-06,2012-07-09,1880.00万,实施方案,23.26%,0.45%
2012中报,2012-08-25,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-20,2013-05-18,2013-05-30,10派1元(含税),2013-06-04,2013-06-05,1880.00万,实施方案,45.45%,0.42%
2013中报,2013-08-22,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-04-18,2014-05-08,,不分配不转增,,,--,股东大会预案,--,--
2014中报,2014-08-25,2014-09-18,2014-10-10,10派0.5元(含税),2014-10-16,2014-10-17,1273.05万,实施方案,62.5%,0.14%
2014年报,2015-04-24,2015-05-15,2015-06-29,10转10股派0.5元(含税),2015-07-06,2015-07-07,1273.05万,实施方案,10%,0.11%
2015中报,2015-08-26,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-26,2016-06-28,2016-08-18,10派0.3元(含税),2016-08-24,2016-08-25,1527.66万,实施方案,33.33%,0.16%
2016中报,2016-08-20,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-21,2017-05-22,2017-07-14,10派0.20元(含税),2017-07-20,2017-07-21,1018.44万,实施方案,11.11%,0.18%
2017中报,2017-08-26,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-25,2018-05-16,,不分配不转增,,,--,股东大会预案,--,--
2018中报,2018-08-28,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-26,2019-05-23,,不分配不转增,,,--,股东大会预案,--,--
2019中报,2019-08-30,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-29,2020-05-21,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-08-28,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-29,2021-05-20,,不分配不转增,,,--,股东大会预案,--,--
2021中报,2021-08-28,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-16,2022-06-21,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-16,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-26,2023-05-24,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-29,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-25,2024-05-17,,不分配不转增,,,--,股东大会预案,--,--
2024中报,2024-08-29,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-26,2025-05-19,,不分配不转增,,,--,股东大会预案,--,--
