报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2011中报,2011-07-29,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-30,2012-04-21,,不分配不转增,,,--,股东大会预案,--,--
2012中报,2012-08-24,,,不分配不转增,,,--,董事会预案,--,--
2012三季报,2012-10-26,2012-11-13,2012-12-26,10派1元(含税),2012-12-31,2013-01-04,350.00万,实施方案,24.55%,0.38%
2012年报,2013-03-19,2013-04-12,2013-04-26,10转10股,2013-05-06,2013-05-07,--,实施方案,--,--
2013中报,2013-08-20,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-04-24,2014-05-16,2014-06-04,10派0.20元(含税),2014-06-10,2014-06-11,140.00万,实施方案,19.74%,0.08%
2014中报,2014-08-19,2014-09-04,2014-09-05,10转增8股,2014-09-12,2014-09-15,--,实施方案,--,--
2014年报,2015-04-24,2015-05-15,2015-07-07,10派0.10元(含税),2015-07-13,2015-07-14,126.00万,实施方案,11.68%,0.03%
2015中报,2015-08-26,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-26,2016-05-17,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-08-27,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-26,2017-05-18,2017-07-10,10派0.06元(含税),2017-07-14,2017-07-17,75.60万,实施方案,11.24%,0.03%
2017中报,2017-08-29,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-13,2018-05-04,,不分配不转增,,,--,股东大会预案,--,--
2018中报,2018-08-23,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-02-28,2019-03-22,2019-05-13,10派0.06元(含税),2019-05-20,2019-05-21,75.60万,实施方案,10%,0.02%
2019中报,2019-07-16,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-05-13,2020-06-03,2020-06-23,10转2股派0.13元(含税),2020-07-01,2020-07-02,163.80万,实施方案,10.82%,0.03%
2020中报,2020-07-29,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-23,2021-05-17,,不分配不转增,,,--,股东大会预案,--,--
2021中报,2021-08-28,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-27,2022-05-17,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-26,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-28,2023-05-19,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-30,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-27,2024-05-20,,不分配不转增,,,--,股东大会预案,--,--
