报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2004年报,2005-02-25,2005-03-30,2005-04-21,10派2元(含税),2005-04-27,2005-04-28,1986.46万,实施方案,45.45%,1.98%
2005中报,2005-08-20,2005-09-20,2005-11-07,10派1.3元(含税),2005-11-11,2005-11-14,1291.20万,实施方案,81.25%,1.63%
2005年报,2006-01-24,2006-03-01,2006-04-05,10派2元(含税),2006-04-10,2006-04-11,1986.46万,实施方案,51.28%,2.16%
2006中报,2006-08-11,,,不分配不转增,,,--,董事会预案,--,--
2006年报,2007-02-09,2007-03-14,2007-04-10,10派3.5元(含税),2007-04-13,2007-04-16,3476.31万,实施方案,72.92%,1.83%
2007中报,2007-08-15,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-02-02,2008-02-23,,不分配不转增,,,--,股东大会预案,--,--
2008中报,2008-07-31,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-03-10,2009-04-01,2009-04-22,10派1.5元(含税),2009-04-28,2009-04-29,1489.85万,实施方案,32.61%,1.16%
2009中报,2009-07-23,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-02-08,2010-03-11,2010-05-04,10派1.5元(含税),2010-05-07,2010-05-10,1489.85万,实施方案,38.46%,0.8%
2010中报,2010-08-20,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-10,2011-04-06,2011-04-22,10转3股,2011-04-27,2011-04-28,--,实施方案,--,--
2011中报,2011-07-22,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-22,2012-04-13,2012-05-10,10派1.50元(含税),2012-05-16,2012-05-17,2457.07万,实施方案,21.13%,0.71%
2012中报,2012-08-11,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-07,2013-04-03,2013-05-03,10转3股派1.5元(含税),2013-05-08,2013-05-09,2457.07万,实施方案,17.92%,0.89%
2013中报,2013-08-08,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-11,2014-04-03,2014-04-12,10派1.2元(含税),2014-04-17,2014-04-18,3381.48万,实施方案,17.29%,0.93%
2014中报,2014-08-12,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-24,2015-04-21,2015-05-15,10转5股派1.2元(含税),2015-05-21,2015-05-22,3381.48万,实施方案,18.29%,0.45%
2015中报,2015-08-25,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-03-15,2016-04-09,2016-04-30,10派1元(含税),2016-05-06,2016-05-09,4226.85万,实施方案,21.41%,0.81%
2016中报,2016-08-16,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-03,2017-03-25,2017-03-31,10转3股派1.00元(含税),2017-04-10,2017-04-11,4226.85万,实施方案,18.89%,0.66%
2017中报,2017-08-15,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-24,2018-05-16,2018-06-08,10派1.5元(含税),2018-06-14,2018-06-15,8242.36万,实施方案,40.37%,1.86%
2018中报,2018-08-10,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-02,2019-04-27,2019-06-01,10派1.50元(含税),2019-06-06,2019-06-10,8242.36万,实施方案,43.02%,2.53%
2019中报,2019-08-10,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-31,2020-04-23,2020-06-03,10派1.2元(含税),2020-06-09,2020-06-10,6593.89万,实施方案,32.41%,2%
2020中报,2020-08-06,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-09,2021-03-30,2021-05-12,10派2元(含税),2021-05-17,2021-05-18,1.10亿,实施方案,155.88%,3.22%
2021中报,2021-08-17,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-08,2022-03-30,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-09,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-04,2023-05-27,2023-07-05,10派2.50元(含税),2023-07-11,2023-07-12,1.37亿,实施方案,3731.34%,2.24%
2023中报,2023-08-11,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-03-12,2024-04-13,2024-05-11,10派3.5元(含税),2024-05-17,2024-05-20,1.92亿,实施方案,84.56%,3.48%
2024中报,2024-08-16,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-03-18,2025-04-30,2025-05-16,10派3.50元(含税),2025-05-22,2025-05-23,1.92亿,实施方案,91.19%,--
