报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,AH分红总额,方案进度,股利支付率,税前分红率
2007年报,2008-04-12,2008-06-13,2008-06-18,10派0.65元(含税),2008-06-23,2008-06-24,32.99亿,实施方案,21.67%,1.06%
2008中报,2008-10-25,2008-10-25,2008-11-11,10派1.105元(含税),2008-11-14,2008-11-17,56.09亿,实施方案,44.2%,2.42%
2008年报,2009-03-28,2009-06-12,2009-06-18,10派0.837元(含税),2009-06-23,2009-06-24,62.65亿,实施方案,20.92%,1.34%
2009中报,2009-08-22,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-03-29,2010-06-25,2010-07-02,10派2.02元(含税),2010-07-07,2010-07-08,151.19亿,实施方案,43.91%,4.09%
2010中报,2010-08-23,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-28,2011-06-10,2011-06-17,10派2.1220元(含税),2011-06-23,2011-06-24,476.24亿,实施方案,37.89%,4.19%
2011中报,2011-08-22,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-26,2012-06-08,2012-06-18,10派2.365元(含税),2012-06-21,2012-06-25,591.28亿,实施方案,34.78%,5.23%
2012中报,2012-08-27,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-25,2013-06-07,2013-06-17,10派2.68元(含税),2013-06-20,2013-06-21,670.03亿,实施方案,34.81%,5.94%
2013中报,2013-08-26,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-31,2014-06-27,2014-07-03,10派3元(含税),2014-07-09,2014-07-10,750.03亿,实施方案,34.88%,7.14%
2014中报,2014-08-30,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-28,2015-06-16,2015-06-24,10派3.01元(含税),2015-06-30,2015-07-01,752.53亿,实施方案,33.08%,4.22%
2015中报,2015-08-31,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-03-31,2016-06-18,2016-06-23,10派2.74元(含税),2016-06-29,2016-06-30,685.03亿,实施方案,30.11%,5.47%
2016中报,2016-08-26,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-30,2017-06-16,2017-06-24,10派2.78元(含税),2017-06-29,2017-06-30,695.03亿,实施方案,30.22%,4.32%
2017中报,2017-08-31,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-28,2018-06-30,2018-07-10,10派2.91元(含税),2018-07-16,2018-07-17,727.53亿,实施方案,30.31%,4.28%
2018中报,2018-08-29,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-28,2019-06-22,2019-07-02,10派3.06元(含税),2019-07-09,2019-07-10,765.03亿,实施方案,30.6%,4.14%
2019中报,2019-08-29,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-30,2020-06-20,2020-07-02,10派3.2元(含税),2020-07-09,2020-07-10,800.04亿,实施方案,30.48%,4.46%
2020中报,2020-08-31,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-27,2021-06-26,2021-07-07,10派3.26元(含税),2021-07-14,2021-07-15,815.04亿,实施方案,30.75%,5.17%
2021中报,2021-08-28,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-30,2022-06-24,2022-07-01,10派3.64元(含税),2022-07-07,2022-07-08,910.04亿,实施方案,30.59%,5.98%
2022中报,2022-08-31,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-03-30,2023-06-30,2023-07-08,10派3.89元(含税),2023-07-13,2023-07-14,972.54亿,实施方案,30.39%,6.1%
2023中报,2023-08-24,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-03-29,2024-06-28,2024-07-06,10派4元(含税),2024-07-11,2024-07-12,1000.04亿,实施方案,30.53%,5.2%
2024中报,2024-08-31,2024-11-29,2025-01-03,10派1.97元(含税),2025-01-09,2025-01-10,492.52亿,实施方案,29.85%,2.25%
2024年报,2025-03-29,2025-04-23,2025-04-30,10派2.060元(含税),2025-05-08,2025-05-09,515.02亿,实施方案,15.73%,--
