报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2010中报,2010-08-17,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-04-12,2011-05-10,2011-05-24,10派1元(含税),2011-05-30,2011-05-31,1040.00万,实施方案,20.83%,0.43%
2011中报,2011-07-26,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-13,2012-04-06,2012-05-02,10转10股派1元(含税),2012-05-09,2012-05-10,1040.00万,实施方案,20.41%,0.33%
2012中报,2012-07-24,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-15,2013-04-10,2013-05-14,10派0.50元(含税),2013-05-21,2013-05-22,1040.00万,实施方案,15.97%,0.36%
2013中报,2013-07-30,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-18,2014-04-10,2014-05-22,10派0.5元(含税),2014-05-28,2014-05-29,1040.00万,实施方案,15.77%,0.34%
2014中报,2014-07-29,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-31,2015-04-22,2015-06-09,10派0.5元(含税),2015-06-15,2015-06-16,1040.00万,实施方案,19.31%,0.15%
2015中报,2015-07-28,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-12,2016-05-06,2016-06-23,10派0.5元(含税),2016-06-29,2016-06-30,1097.86万,实施方案,62.5%,0.23%
2016中报,2016-08-16,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-21,2017-04-13,2017-05-27,10转10股派0.50元(含税),2017-06-05,2017-06-06,1214.70万,实施方案,42.02%,0.3%
2017中报,2017-08-15,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-17,2018-05-09,2018-06-22,10派0.25元(含税),2018-06-28,2018-06-29,1214.70万,实施方案,18.97%,0.43%
2018中报,2018-08-07,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-26,2019-04-17,2019-06-05,10派0.25元(含税),2019-06-12,2019-06-13,1214.39万,实施方案,11.67%,0.34%
2019中报,2019-08-13,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-31,2020-04-22,2020-06-03,10派0.5元(含税),2020-06-08,2020-06-09,2428.78万,实施方案,14.12%,0.65%
2020中报,2020-08-11,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-13,2021-05-08,2021-06-01,10派0.50元(含税),2021-06-07,2021-06-08,2428.78万,实施方案,11.24%,0.47%
2021中报,2021-08-10,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-19,2022-05-11,2022-06-14,10派0.5元(含税),2022-06-20,2022-06-21,2537.69万,实施方案,9.58%,0.38%
2022中报,2022-08-16,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-18,2023-05-10,2023-06-08,10派0.5元(含税),2023-06-14,2023-06-15,2537.69万,实施方案,11.15%,0.46%
2023中报,2023-08-15,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-23,2024-05-15,2024-06-07,10派1.6元(含税),2024-06-13,2024-06-14,8120.60万,实施方案,30.21%,--
