报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2017中报,2017-08-28,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-18,2018-05-09,2018-05-23,10转4股派1.6元(含税),2018-05-28,2018-05-29,2582.72万,实施方案,26.67%,0.89%
2018中报,2018-08-23,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-17,2019-05-09,2019-07-01,10派1.5元(含税),2019-07-04,2019-07-05,3360.00万,实施方案,33.33%,1.21%
2019中报,2019-08-06,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-14,2020-05-16,2020-06-24,10转4股派2.8元(含税),2020-07-02,2020-07-03,6332.76万,实施方案,40.58%,1.41%
2020中报,2020-08-12,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-30,2021-04-23,2021-05-18,10派3.00元(含税),2021-05-21,2021-05-24,9666.14万,实施方案,43.48%,2.78%
2021中报,2021-08-28,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-30,2022-05-21,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-31,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-22,2023-05-27,2023-06-08,10派1.5元(含税),2023-06-13,2023-06-14,4732.69万,实施方案,33.33%,1.95%
2023中报,2023-08-26,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-20,2024-05-17,2024-06-21,10派2.7元(含税),2024-06-26,2024-06-27,8723.19万,实施方案,55.1%,4.62%
2024中报,2024-08-24,,,不分配不转增,,,--,董事会预案,--,--
2024三季报,2025-01-21,2025-02-12,2025-02-20,10派2元(含税),2025-02-26,2025-02-27,6456.77万,实施方案,80.35%,2.71%
2024年报,2025-04-19,2025-05-17,,10派3.0元(含税),,,9685.16万,股东大会预案,78.95%,--
