报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2000年报,2001-03-09,2001-04-11,2001-05-14,10送2股派1元(含税),2001-05-18,2001-05-21,4200.00万,实施方案,--,0.88%
2001中报,2001-08-14,,,不分配不转增,,,--,董事会预案,--,--
2001年报,2002-03-22,2002-04-24,2002-05-21,10派2元(含税),2002-05-27,2002-05-28,1.01亿,实施方案,48.78%,2.78%
2002中报,2002-08-12,,,不分配不转增,,,--,董事会预案,--,--
2002年报,2003-02-20,2003-07-01,2003-07-17,10派2元(含税),2003-07-22,2003-07-23,1.01亿,实施方案,41.67%,2.35%
2003中报,2003-07-24,,,不分配不转增,,,--,董事会预案,--,--
2003年报,2004-01-30,2004-03-19,2004-03-24,10派3元(含税),2004-03-29,2004-03-30,1.51亿,实施方案,30.93%,2.72%
2004中报,2004-07-15,,,不分配不转增,,,--,董事会预案,--,--
2004年报,2005-03-18,2005-04-22,2005-05-23,10转5股派3元(含税),2005-05-26,2005-05-27,1.87亿,实施方案,28.85%,5.24%
2005中报,2005-08-10,,,不分配不转增,,,--,董事会预案,--,--
2005年报,2006-04-14,2006-05-24,2006-06-20,10派2元(含税),2006-06-23,2006-06-26,1.87亿,实施方案,45.15%,5.13%
2006中报,2006-07-18,,,不分配不转增,,,--,董事会预案,--,--
2006-09-13,2006-09-21,2006-10-18,2006-10-20,10派2.8元(含税),2006-10-23,2006-10-24,2.62亿,实施方案,--,7.11%
2006年报,2007-03-28,2007-04-25,2007-05-08,10派2元(含税),2007-05-11,2007-05-14,1.87亿,实施方案,47.62%,1.38%
2007中报,2007-08-10,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-03-06,2008-04-30,2008-05-12,10送4股转4股派1元(含税),2008-05-15,2008-05-16,9360.00万,实施方案,9.08%,0.58%
2008中报,2008-08-16,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-03-11,2009-04-23,2009-06-03,10派0.4元(含税),2009-06-08,2009-06-09,6739.20万,实施方案,54.79%,0.81%
2009中报,2009-08-18,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-03-20,2010-04-16,2010-05-13,10派0.4元(含税),2010-05-18,2010-05-19,6739.20万,实施方案,48.72%,0.99%
2010中报,2010-08-23,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-16,2011-04-08,,不分配不转增,,,--,股东大会预案,--,--
2011中报,2011-08-19,2011-09-21,2011-09-30,10派2元(含税),2011-10-12,2011-10-13,7.75亿,实施方案,132.45%,5.39%
2011年报,2012-03-27,2012-04-21,2012-05-11,10派0.70元(含税),2012-05-16,2012-05-17,2.71亿,实施方案,83.43%,2.5%
2012中报,2012-08-27,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-27,2013-06-01,,不分配不转增,,,--,股东大会预案,--,--
2013中报,2013-08-24,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-04-29,2014-05-31,,不分配不转增,,,--,股东大会预案,--,--
2014中报,2014-08-12,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-01-31,2015-03-07,,不分配不转增,,,--,股东大会预案,--,--
2015中报,2015-08-25,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-16,2016-05-07,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-07-30,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-01,2017-03-22,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-18,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-02-13,2018-04-19,2018-04-26,10派0.50元(含税),2018-05-04,2018-05-07,2.20亿,实施方案,6.36%,1.06%
2018中报,2018-08-18,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-23,2019-04-13,2019-04-20,10派3元(含税),2019-04-25,2019-04-26,13.27亿,实施方案,33.05%,7.18%
2019中报,2019-08-27,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-25,2020-04-18,2020-05-07,10派3元(含税),2020-05-12,2020-05-13,13.24亿,实施方案,50.95%,9.2%
2020中报,2020-08-26,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-27,2021-04-17,2021-05-07,10派2.50元(含税),2021-05-12,2021-05-13,15.33亿,实施方案,45.05%,5.53%
2021中报,2021-08-18,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-23,2022-04-13,2022-04-29,10派3元(含税),2022-05-09,2022-05-10,18.45亿,实施方案,45.02%,8.31%
2022中报,2022-08-24,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-03-29,2023-04-19,2023-04-27,10派2.5元(含税),2023-05-05,2023-05-08,15.41亿,实施方案,71.18%,6.91%
2023中报,2023-08-26,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-03-09,2024-03-30,2024-04-30,10派2.5元(含税),2024-05-09,2024-05-10,15.41亿,实施方案,72.53%,--
