报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2010中报,2010-08-20,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-10,2011-04-12,2011-05-30,10转10股派6元(含税),2011-06-02,2011-06-03,3600.00万,实施方案,94.92%,2.25%
2011中报,2011-08-23,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-20,2012-04-11,2012-05-09,10派1.5元(含税),2012-05-15,2012-05-16,1800.00万,实施方案,86.41%,1.76%
2012中报,2012-08-14,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-19,2013-04-10,2013-05-29,10派1.2元(含税),2013-06-03,2013-06-04,1440.00万,实施方案,79.84%,0.93%
2013中报,2013-08-13,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-07,2014-04-10,2014-04-15,10转10股派0.5元(含税),2014-04-18,2014-04-21,606.65万,实施方案,41.7%,0.17%
2014中报,2014-08-19,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-04-10,2015-05-01,2015-05-06,10转10股派0.3元(含税),2015-05-11,2015-05-12,788.17万,实施方案,26.55%,0.02%
2015中报,2015-08-25,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-12,2016-05-05,2016-05-07,10转3股派0.3元(含税),2016-05-12,2016-05-13,1577.41万,实施方案,21.54%,0.08%
2016中报,2016-08-23,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-11,2017-05-05,2017-05-09,10派0.15元(含税),2017-05-12,2017-05-15,1026.02万,实施方案,12.69%,0.09%
2017中报,2017-08-29,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-24,2018-05-16,,不分配不转增,,,--,股东大会预案,--,--
2018中报,2018-08-21,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-23,2019-05-16,2019-06-22,10派0.2元(含税),2019-06-27,2019-06-28,1413.28万,实施方案,39.53%,0.14%
2019中报,2019-08-21,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-29,2020-05-21,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-08-26,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-24,2021-05-19,2021-07-02,10派0.1元(含税),2021-07-08,2021-07-09,706.64万,实施方案,33.9%,0.06%
2021中报,2021-08-25,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-28,2022-05-20,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-24,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-19,2023-05-23,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-23,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-17,2024-05-14,,不分配不转增,,,--,股东大会预案,--,--
2024中报,2024-08-28,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-16,2025-05-09,,不分配不转增,,,--,股东大会预案,--,--
