报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
1994年报,1995-03-23,1995-04-20,1995-04-20,10派1.5元(含税),1995-04-24,1995-04-25,1511.00万,实施方案,--,5.66%
1995年报,1996-05-28,1996-05-28,,不分配不转增,,,--,股东大会预案,--,--
1996年报,1997-04-18,1997-05-27,1997-07-22,10送0.8转增0.2股,1997-07-24,1997-07-25,--,实施方案,--,--
1997年报,1998-04-10,1998-05-16,,不分配不转增,,,--,股东大会预案,--,--
1998年报,1999-04-20,1999-06-30,,不分配不转增,,,--,股东大会预案,--,--
1999中报,1999-08-13,,,不分配不转增,,,--,董事会预案,--,--
1999年报,2000-03-31,2000-05-13,,不分配不转增,,,--,股东大会预案,--,--
2000中报,2000-08-07,,,不分配不转增,,,--,董事会预案,--,--
2000年报,2001-04-13,2001-05-26,,不分配不转增,,,--,股东大会预案,--,--
2001中报,2001-08-17,,,不分配不转增,,,--,董事会预案,--,--
2001年报,2002-04-05,2002-06-03,,不分配不转增,,,--,股东大会预案,--,--
2002中报,2002-08-24,,,不分配不转增,,,--,董事会预案,--,--
2002年报,2003-04-30,2003-06-14,,不分配不转增,,,--,股东大会预案,--,--
2003中报,2003-08-30,,,不分配不转增,,,--,董事会预案,--,--
2003年报,2004-04-24,2004-05-29,,不分配不转增,,,--,股东大会预案,--,--
2004中报,2004-08-31,,,不分配不转增,,,--,董事会预案,--,--
2004年报,2005-04-15,2005-05-17,2005-06-30,10派0.5元(含税),2005-07-05,2005-07-06,553.97万,实施方案,20.47%,1.07%
2005中报,2005-07-20,,,不分配不转增,,,--,董事会预案,--,--
2005-11-07,2005-11-07,2005-12-14,2005-12-28,10转1.4386股,2005-12-29,2005-12-30,--,实施方案,--,--
2005年报,2006-03-14,2006-04-18,,不分配不转增,,,--,股东大会预案,--,--
2006中报,2006-07-22,,,不分配不转增,,,--,董事会预案,--,--
2006年报,2007-02-12,2007-03-09,2007-04-23,10派0.5元(含税),2007-04-26,2007-04-27,633.67万,实施方案,26.32%,0.26%
2007中报,2007-07-31,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-02-26,2008-03-18,2008-05-09,10转10股,2008-05-14,2008-05-15,--,实施方案,--,--
2008中报,2008-08-20,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-04-21,2009-05-19,2009-05-26,10派1元(含税),2009-06-02,2009-06-03,8274.67万,实施方案,71.43%,1.33%
2009中报,2009-08-18,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-04-09,2010-05-05,,不分配不转增,,,--,股东大会预案,--,--
2010中报,2010-08-06,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-04-12,2011-05-10,,不分配不转增,,,--,股东大会预案,--,--
2011中报,2011-07-26,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-13,2012-04-10,,不分配不转增,,,--,股东大会预案,--,--
2012-06-12,2012-06-12,2012-06-28,2012-07-10,10派0.4元(含税),2012-07-13,2012-07-16,3309.87万,实施方案,--,0.41%
2012中报,2012-08-31,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-26,2013-05-04,2013-05-15,10派1元(含税),2013-05-20,2013-05-21,8274.67万,实施方案,52.63%,1.4%
2013中报,2013-07-30,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-04-09,2014-05-15,2014-07-02,10派0.5元(含税),2014-07-08,2014-07-09,4747.83万,实施方案,27.78%,0.39%
2014中报,2014-08-26,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-31,2015-04-22,2015-04-30,10送1股转15股派0.6元(含税),2015-05-06,2015-05-07,5697.40万,实施方案,35.29%,0.28%
2015中报,2015-08-27,,,不分配不转增,,,--,董事会预案,--,--
