报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
1995年报,1996-04-27,1996-05-30,1996-06-08,10派1.6元(含税),1996-06-13,1996-06-14,5710.00万,实施方案,--,2.67%
1996中报,1996-09-26,1996-10-29,1996-10-29,10转增5股,1996-11-01,1996-11-04,--,实施方案,--,--
1996年报,1997-03-22,1997-04-24,1997-06-18,10派1.2元(含税),1997-06-20,1997-06-23,7200.00万,实施方案,--,1.94%
1997年报,1998-03-19,1998-05-29,1998-07-23,10派1.5元(含税),1998-07-27,1998-07-28,9487.00万,实施方案,68.18%,3.12%
1998中报,1998-07-29,,,不分配不转增,,,--,董事会预案,--,--
1998年报,1999-04-27,1999-05-28,1999-07-17,10派0.7元,1999-07-22,1999-07-23,4427.00万,实施方案,52.63%,1.44%
1999中报,1999-08-26,,,不分配不转增,,,--,董事会预案,--,--
1999年报,2000-04-11,2000-05-19,2000-07-07,10派1元(含税),2000-07-13,2000-07-14,6862.00万,实施方案,178.57%,1.71%
2000中报,2000-07-28,,,不分配不转增,,,--,董事会预案,--,--
2000年报,2001-04-11,2001-05-26,2001-07-17,10派1元(含税),2001-07-23,2001-07-24,6861.80万,实施方案,67.57%,1.09%
2001中报,2001-08-23,,,不分配不转增,,,--,董事会预案,--,--
2001年报,2002-04-19,2002-05-21,2002-07-03,10派0.4元(含税),2002-07-18,2002-07-19,2744.72万,实施方案,41.67%,0.5%
2002中报,2002-08-23,,,不分配不转增,,,--,董事会预案,--,--
2002年报,2003-04-15,2003-06-26,,不分配不转增,,,--,股东大会预案,--,--
2003中报,2003-08-23,,,不分配不转增,,,--,董事会预案,--,--
2003年报,2004-03-18,2004-04-29,2004-05-17,10转增5股派2.7元(含税),2004-05-20,2004-05-21,1.85亿,实施方案,67.16%,3.44%
2004中报,2004-08-09,,,不分配不转增,,,--,董事会预案,--,--
2004年报,2005-03-29,2005-05-19,2005-06-28,10派1.5元(含税),2005-07-04,2005-07-05,1.54亿,实施方案,55.97%,6.76%
2005中报,2005-08-10,,,不分配不转增,,,--,董事会预案,--,--
2005年报,2006-04-28,2006-05-31,,不分配不转增,,,--,股东大会预案,--,--
2006中报,2006-08-18,,,不分配不转增,,,--,董事会预案,--,--
2006年报,2007-03-28,2007-04-28,,不分配不转增,,,--,股东大会预案,--,--
2007中报,2007-08-18,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-03-27,2008-04-30,,不分配不转增,,,--,股东大会预案,--,--
2008中报,2008-08-30,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-04-30,2009-06-19,,不分配不转增,,,--,股东大会预案,--,--
2009中报,2009-08-26,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-03-05,2010-04-28,,不分配不转增,,,--,股东大会预案,--,--
2010中报,2010-07-28,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-19,2011-06-18,,不分配不转增,,,--,股东大会预案,--,--
2011中报,2011-07-28,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-02-11,2012-06-30,,不分配不转增,,,--,股东大会预案,--,--
2012中报,2012-08-08,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-18,2013-06-15,,不分配不转增,,,--,股东大会预案,--,--
2013中报,2013-08-08,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-26,2014-05-30,,不分配不转增,,,--,股东大会预案,--,--
2014中报,2014-08-04,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-27,2015-04-17,2015-05-13,10派1元(含税),2015-05-20,2015-05-21,8599.47万,实施方案,12.3%,0.41%
2015中报,2015-08-20,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-08,2016-05-10,2016-06-22,10派7.50元(含税),2016-06-28,2016-06-29,6.45亿,实施方案,30.07%,5.19%
2016中报,2016-08-27,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-28,2017-05-20,2017-06-08,10派3.8元(含税),2017-06-14,2017-06-15,3.27亿,实施方案,30.59%,3.15%
2017中报,2017-08-30,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-28,2018-05-23,2018-06-12,10派1.40元(含税),2018-06-19,2018-06-20,1.20亿,实施方案,30.22%,2.36%
2018中报,2018-08-25,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-26,2019-05-18,2019-05-31,10派0.50元(含税),2019-06-06,2019-06-10,4299.73万,实施方案,32.07%,0.72%
2019中报,2019-08-24,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-29,2020-05-23,2020-06-11,10派1.50元(含税),2020-06-17,2020-06-18,1.29亿,实施方案,30.24%,2.09%
2020中报,2020-08-26,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-10,2021-05-21,2021-06-16,10派4元(含税),2021-06-22,2021-06-23,3.44亿,实施方案,48.27%,5.43%
2021中报,2021-08-28,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-09,2022-05-20,2022-06-09,10派2.3元(含税),2022-06-15,2022-06-16,1.98亿,实施方案,30.65%,3.46%
2022中报,2022-08-27,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-08,2023-05-20,2023-06-21,10派1.8元(含税),2023-06-29,2023-06-30,1.55亿,实施方案,30.21%,2.32%
2023中报,2023-08-26,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-09,2024-04-30,2024-06-07,10派5.4元(含税),2024-06-13,2024-06-14,4.64亿,实施方案,60.97%,--
