报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2007年报,2008-03-28,2008-04-23,2008-05-09,10送3股转7股派1元(含税),2008-05-15,2008-05-16,800.00万,实施方案,14.08%,0.41%
2008中报,2008-07-24,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-04-16,2009-05-08,2009-07-04,10派0.5元(含税),2009-07-09,2009-07-10,800.00万,实施方案,17.24%,0.46%
2009中报,2009-08-21,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-04-20,2010-05-14,2010-06-25,10派0.6元(含税),2010-07-01,2010-07-02,960.00万,实施方案,19.35%,0.43%
2010中报,2010-08-20,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-04-07,2011-05-14,2011-06-30,10派0.6元(含税),2011-07-05,2011-07-06,960.00万,实施方案,21.43%,0.44%
2011中报,2011-08-02,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-04-17,2012-05-19,,不分配不转增,,,--,股东大会预案,--,--
2012中报,2012-08-17,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-26,2013-05-25,,不分配不转增,,,--,股东大会预案,--,--
2013中报,2013-08-13,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-04-23,2014-05-24,2014-07-11,10派0.10元(含税),2014-07-17,2014-07-18,160.00万,实施方案,100%,0.1%
2014中报,2014-08-18,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-04-28,2015-05-29,2015-07-15,10派0.12元(含税),2015-07-20,2015-07-21,192.00万,实施方案,-120%,0.07%
2015中报,2015-07-28,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-03-23,2016-04-15,2016-04-21,10派0.15元(含税),2016-04-28,2016-04-29,240.00万,实施方案,13.64%,0.09%
2016中报,2016-08-23,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-25,2017-05-18,2017-05-26,10派0.20元(含税),2017-06-05,2017-06-06,523.43万,实施方案,15.38%,0.14%
2017中报,2017-08-22,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-27,2018-04-18,2018-06-01,10派1.00元(含税),2018-06-08,2018-06-11,2617.16万,实施方案,37.04%,0.62%
2018中报,2018-08-06,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-27,2019-04-18,2019-06-04,10派0.50元(含税),2019-06-11,2019-06-12,1308.58万,实施方案,13.16%,0.57%
2019中报,2019-08-16,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-05-28,2020-06-29,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-08-27,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-30,2021-05-22,2021-07-13,10派0.1元(含税),2021-07-19,2021-07-20,261.72万,实施方案,50%,0.18%
2021中报,2021-08-30,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-29,2022-05-21,2022-07-09,10派0.11元(含税),2022-07-14,2022-07-15,287.89万,实施方案,289.47%,0.18%
2022中报,2022-08-30,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-29,2023-05-23,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-28,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-30,2024-05-23,,不分配不转增,,,--,股东大会预案,--,--
2024中报,2024-08-30,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-29,2025-05-22,,不分配不转增,,,--,股东大会预案,--,--
