报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2009年报,2010-03-16,2010-04-10,2010-05-28,10派1.3元(含税),2010-06-03,2010-06-04,1835.60万,实施方案,24.22%,0.78%
2010中报,2010-07-27,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-29,2011-04-19,2011-05-07,10转5股派1.5元(含税),2011-05-13,2011-05-16,2118.00万,实施方案,31.71%,0.84%
2011中报,2011-08-23,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-02-28,2012-03-22,,不分配不转增,,,--,股东大会预案,--,--
2012中报,2012-08-28,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-02,2013-04-26,,不分配不转增,,,--,股东大会预案,--,--
2013中报,2013-08-24,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-15,2014-04-10,,不分配不转增,,,--,股东大会预案,--,--
2014中报,2014-08-26,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-04-27,2015-05-20,,不分配不转增,,,--,股东大会预案,--,--
2015中报,2015-08-18,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-03-18,2016-04-09,2016-05-19,10派0.40元(含税),2016-05-25,2016-05-26,1006.40万,实施方案,148.7%,0.27%
2016中报,2016-08-23,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-21,2017-04-12,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-22,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-24,2018-05-17,2018-05-30,10派1.5元(含税),2018-06-06,2018-06-07,3771.48万,实施方案,63.8%,1.86%
2018中报,2018-08-21,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-16,2019-05-09,2019-06-19,10派0.60元(含税),2019-06-25,2019-06-26,1503.70万,实施方案,31.46%,0.72%
2019中报,2019-08-20,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-28,2020-05-22,2020-07-01,10派0.60元(含税),2020-07-06,2020-07-07,1503.70万,实施方案,30%,0.83%
2020中报,2020-08-27,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-27,2021-05-22,,不分配不转增,,,--,股东大会预案,--,--
2021中报,2021-08-17,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-19,2022-06-07,2022-07-14,10派0.02元(含税),2022-07-21,2022-07-22,50.12万,实施方案,0.85%,0.03%
2022中报,2022-08-20,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-25,2023-06-09,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-31,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-27,2024-06-07,2024-07-20,10派0.5元(含税),2024-07-25,2024-07-26,1253.08万,实施方案,52.25%,1.02%
2024中报,2024-08-31,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-26,,,10派0.36元(含税),,,902.22万,董事会预案,32.73%,--
