报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
1998年报,1999-04-08,1999-05-13,1999-06-12,10派2元(含税),1999-06-17,1999-06-18,1497.00万,实施方案,--,1.52%
1999中报,1999-07-28,,,不分配不转增,,,--,董事会预案,--,--
1999年报,2000-01-27,2000-02-29,2000-03-04,10转增8股派3元(含税),2000-03-08,2000-03-09,2245.00万,实施方案,--,1.14%
2000中报,2000-08-09,,,不分配不转增,,,--,董事会预案,--,--
2000年报,2001-04-06,2001-05-09,2001-07-06,10派0.95元(含税),2001-07-12,2001-07-13,1344.41万,实施方案,111.76%,0.63%
2001中报,2001-08-10,,,不分配不转增,,,--,董事会预案,--,--
2001年报,2002-03-16,2002-04-30,2002-05-31,10派0.37元(含税),2002-06-05,2002-06-06,523.61万,实施方案,61.67%,0.42%
2002中报,2002-07-27,,,不分配不转增,,,--,董事会预案,--,--
2002年报,2003-03-25,2003-04-26,2003-06-07,10股派0.6元(含税),2003-06-11,2003-06-12,849.10万,实施方案,61.86%,0.71%
2003中报,2003-07-22,,,不分配不转增,,,--,董事会预案,--,--
2003年报,2004-03-12,2004-05-22,2004-07-08,10派0.8元(含税),2004-07-13,2004-07-14,1132.13万,实施方案,56.74%,1.32%
2004中报,2004-07-29,,,不分配不转增,,,--,董事会预案,--,--
2004年报,2005-03-26,2005-04-29,2005-06-17,10派0.37元(含税),2005-06-22,2005-06-23,523.61万,实施方案,31.9%,1.1%
2005中报,2005-08-24,,,不分配不转增,,,--,董事会预案,--,--
2005年报,2006-03-18,2006-04-21,2006-05-23,10派0.22元(含税),2006-05-26,2006-05-29,311.34万,实施方案,146.67%,0.49%
2006中报,2006-08-05,,,不分配不转增,,,--,董事会预案,--,--
2006年报,2007-03-15,2007-05-19,2007-07-09,10派0.47元(含税),2007-07-12,2007-07-13,665.13万,实施方案,93.25%,0.31%
2007中报,2007-08-18,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-04-17,2008-05-08,2008-06-26,10派0.35元(含税),2008-07-01,2008-07-02,495.31万,实施方案,59.32%,0.64%
2008中报,2008-08-16,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-04-30,2009-05-23,,不分配不转增,,,--,股东大会预案,--,--
2009中报,2009-08-20,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-04-16,2010-05-08,,不分配不转增,,,--,股东大会预案,--,--
2010中报,2010-08-17,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-04-16,2011-05-11,,不分配不转增,,,--,股东大会预案,--,--
2011中报,2011-08-17,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-04-17,2012-05-11,2012-06-12,10派0.6元(含税),2012-06-15,2012-06-18,849.10万,实施方案,20.69%,0.66%
2012中报,2012-08-18,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-12,2013-05-11,,不分配不转增,,,--,股东大会预案,--,--
2013中报,2013-08-24,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-04-24,2014-05-21,2014-06-18,10派0.625元(含税),2014-06-23,2014-06-24,884.48万,实施方案,30.02%,0.59%
2014中报,2014-08-22,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-04-29,2015-05-20,2015-06-18,10派0.816元(含税),2015-06-24,2015-06-25,1154.77万,实施方案,29.99%,0.26%
2015中报,2015-08-25,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-21,2016-05-13,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-08-23,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-21,2017-05-12,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-25,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-19,2018-05-15,2018-07-04,10派0.985元(含税),2018-07-10,2018-07-11,1393.94万,实施方案,75.77%,0.53%
2018中报,2018-08-24,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-19,2019-05-15,,不分配不转增,,,--,股东大会预案,--,--
2019中报,2019-08-23,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-29,2020-05-22,2020-06-22,10派1.146元(含税),2020-06-29,2020-06-30,1621.78万,实施方案,81.86%,0.85%
2020中报,2020-08-25,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-29,2021-05-21,2021-07-06,10派1.805元(含税),2021-07-12,2021-07-13,2554.37万,实施方案,45.12%,1.39%
2021中报,2021-08-19,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-29,2022-05-21,2022-06-21,10派0.875元(含税),2022-06-27,2022-06-28,1238.27万,实施方案,30.17%,0.55%
2022中报,2022-08-20,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-27,2023-06-30,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-25,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-26,2024-06-21,2024-07-18,10派0.3元(含税),2024-07-24,2024-07-25,424.55万,实施方案,638.3%,0.25%
2024中报,2024-08-31,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-19,2025-05-14,,不分配不转增,,,--,股东大会预案,--,--
